TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,MC,PANAL,PVEM,PES,M,PT,CQ,QI,MORENA_PT_PES,MORENA_PT,MORENA_PES,PT_PES,PRI_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
179,26,90,0,3,4,6,1,26,1,1,10,1,0,0,0,3,,,,,Sin dato,3,179
382,49,107,26,86,6,8,6,55,5,0,6,2,1,1,0,2,,,,,0,16,382
412,46,112,19,104,5,3,3,70,4,0,8,3,0,0,0,0,,,,,2,15,412
Sin dato,45,112,33,118,5,5,3,54,9,1,2,2,0,0,0,2,,,,,0,13,410
400,53,98,30,82,7,5,3,81,4,0,7,2,0,0,0,3,,,,,Sin dato,10,400
Sin dato,89,125,61,16,4,3,3,62,7,0,14,3,1,1,0,5,,,,,0,19,449
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
494,127,160,55,7,10,15,8,52,7,1,8,4,0,0,0,3,,,,,0,18,512
420,90,167,37,16,3,8,2,56,3,1,4,2,0,0,1,7,,,,,0,Sin dato,420
434,96,157,38,13,3,6,0,46,9,1,13,1,1,0,0,4,,,,,0,27,434
429,105,145,53,18,2,12,2,40,3,0,7,1,0,1,0,9,,,,,0,17,429
394,84,91,10,7,8,10,6,61,12,0,5,2,0,0,0,0,,,,,Sin dato,Sin dato,Sin dato
391,56,90,65,5,4,11,5,91,15,0,7,6,0,1,0,3,,,,,1,8,391
322,41,127,35,6,4,15,3,47,2,0,3,1,0,0,0,6,,,,,0,13,322
0,48,109,36,1,2,14,2,44,5,1,1,1,1,1,0,12,,,,,1,16,319
460,214,48,9,8,3,15,5,109,4,1,11,4,1,0,0,1,,,,,0,10,460
493,248,48,6,10,7,10,6,91,4,2,13,4,1,0,0,1,,,,,1,16,494
493,241,50,5,8,4,8,7,116,4,1,11,3,1,1,1,1,,,,,0,14,493
478,236,44,4,6,3,8,3,115,4,0,12,2,0,2,0,3,,,,,0,14,478
463,204,39,4,5,5,15,7,123,4,4,14,3,0,2,0,0,,,,,0,9,463
490,242,52,5,8,6,6,9,101,3,2,14,2,0,0,0,0,,,,,1,12,490
486,211,46,10,4,1,12,9,117,4,3,18,4,Sin dato,Sin dato,Sin dato,1,,,,,Sin dato,15,486
486,212,56,5,7,3,12,9,104,5,14,2,5,1,0,0,1,,,,,1,19,486
493,207,42,6,11,7,11,3,129,5,2,10,5,0,0,0,1,,,,,0,23,493
Sin dato,92,74,18,3,1,7,2,61,6,3,7,0,0,0,0,0,,,,,0,8,284
309,67,103,24,6,1,10,3,56,5,1,2,3,2,1,0,3,,,,,0,7,309
331,94,85,22,7,0,6,2,70,9,0,8,0,1,1,0,3,,,,,0,11,342
306,68,89,21,6,1,6,5,59,9,Sin dato,5,1,2,Sin dato,Sin dato,5,,,,,Sin dato,10,Sin dato
296,66,108,23,1,1,6,0,47,6,1,6,4,1,1,0,4,,,,,0,9,308
305,87,97,10,2,1,8,3,Ilegible,4,0,4,2,0,0,0,3,,,,,0,14,305
363,106,87,6,15,2,11,2,75,8,2,3,4,1,1,0,1,,2,,,1,22,363
Sin dato,122,74,3,9,4,12,6,71,3,0,14,2,1,1,0,5,,5,,,Sin dato,Sin dato,363
341,95,84,4,17,3,10,8,61,11,4,8,1,0,2,0,4,,3,,,0,16,341
366,120,88,4,13,5,13,8,71,3,6,0,1,5,2,1,3,,0,,,0,12,366
320,88,66,5,7,2,10,7,87,7,2,4,3,0,1,0,3,,1,,,0,13,Sin dato
428,246,64,4,7,3,11,2,55,10,Sin dato,5,Sin dato,2,Sin dato,Sin dato,Sin dato,,2,,,Sin dato,9,428
398,177,71,2,7,4,11,5,67,10,1,3,2,0,1,0,7,,3,,,0,10,398
403,151,85,8,12,1,8,8,84,7,0,5,2,0,0,0,4,,4,,,0,9,403
398,188,62,0,2,2,10,7,73,11,3,7,1,2,1,0,3,,1,,,0,17,398
454,287,42,1,6,1,9,2,59,2,2,4,0,0,0,2,0,,2,,,0,8,454
437,291,48,6,10,2,1,2,43,1,2,3,0,0,0,0,0,,5,,,1,14,445
Sin dato,272,46,3,6,3,7,3,62,1,1,4,1,0,1,0,0,,2,,,0,7,432
Sin dato,266,51,6,3,2,7,4,47,1,5,7,1,0,0,0,1,,3,,,0,10,436
Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,9,3,Ilegible,8,11,2,Ilegible,Ilegible,Ilegible,0,1,,0,,,Ilegible,Ilegible,Ilegible
167,63,65,6,5,6,8,1,62,12,10,19,0,2,0,0,0,,0,,,1,19,167
244,68,61,7,7,4,6,1,43,3,5,3,0,1,0,0,3,,3,,,0,20,244
332,160,55,9,4,6,4,8,51,4,2,3,3,2,0,1,3,,1,,,2,12,332
336,164,28,5,5,4,10,9,52,9,5,3,0,0,0,0,0,,4,,,0,13,318
,,,,,,,,,,,,,,,,,,,,,,,
Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,,Ilegible,,,Ilegible,Ilegible,Ilegible
,,,,,,,,,,,,,,,,,,,,,,,
333,106,30,12,7,7,7,8,102,11,2,6,4,0,0,0,0,,0,,,0,21,333
0,110,28,7,8,4,12,17,101,16,1,9,4,1,5,0,3,,1,,,1,14,361
314,78,31,6,15,9,4,7,119,9,4,9,5,0,2,0,0,,1,,,0,23,314
339,96,35,17,7,4,12,9,107,12,3,7,5,1,2,0,2,,0,,,0,10,339
664,98,48,8,4,1,4,6,110,14,5,8,3,Sin dato,1,Sin dato,2,,1,,,Sin dato,13,334
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
280,86,56,6,11,3,6,7,54,8,2,2,9,4,0,0,0,,1,,,0,17,280
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
217,107,41,3,6,1,5,3,24,8,2,1,2,1,Sin dato,Sin dato,1,,2,,,Sin dato,8,217
,,,,,,,,,,,,,,,,,,,,,,,
383,104,74,7,7,10,11,7,Ilegible,16,4,11,5,3,2,0,2,,1,,,Sin dato,22,383
Sin dato,97,74,11,2,6,16,6,103,7,3,9,10,2,Sin dato,Sin dato,Sin dato,,1,,,2,15,378
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Sin dato,93,66,3,9,4,7,8,82,16,3,5,2,Sin dato,2,Sin dato,2,,3,,,Sin dato,17,341
38,15,2,1,2,0,1,1,9,4,1,0,0,0,0,0,0,,0,,,0,2,38
Sin dato,16,5,0,0,0,0,1,14,0,0,0,0,0,0,0,0,,1,,,0,4,42
81,21,12,1,3,0,1,2,30,1,0,1,1,1,0,0,1,,0,,,0,2,81
17,4,4,0,0,0,1,1,8,1,0,1,0,0,1,0,0,,0,,,0,4,17
403,133,52,12,5,3,13,10,82,22,4,6,5,1,1,0,1,,7,,,0,33,402
420,134,42,10,11,6,14,8,98,16,0,8,7,4,3,0,2,,3,,,18,35,419
,,,,,,,,,,,,,,,,,,,,,,,
Sin dato,Ilegible,66,4,2,3,12,5,87,20,4,4,0,2,1,0,0,,2,,,0,21,396
,,,,,,,,,,,,,,,,,,,,,,,
418,130,70,10,8,2,10,6,115,14,7,10,2,1,4,0,4,,3,,,1,15,418
420,104,48,11,8,1,12,8,154,9,2,2,3,0,1,0,0,,4,,,1,26,418
370,90,47,13,6,6,11,5,114,22,2,5,3,0,1,0,2,,2,,,0,25,370
,,,,,,,,,,,,,,,,,,,,,,,
Sin dato,109,53,7,6,7,12,10,103,13,2,8,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,,,Sin dato,16,Sin dato
383,114,31,7,7,3,12,9,120,10,4,5,3,1,2,0,4,,2,,,0,16,383
296,116,35,8,11,4,8,0,48,10,2,0,6,2,0,0,0,,3,,,0,28,296
283,113,47,3,4,4,13,3,31,6,4,3,2,0,0,0,3,,2,,,0,25,283
342,124,65,7,3,7,10,10,57,10,4,5,3,Sin dato,Sin dato,Sin dato,2,,3,,,Sin dato,16,342
314,142,42,8,9,7,10,6,38,6,1,24,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,,,Sin dato,16,314
385,153,70,4,6,6,7,8,63,5,3,5,0,0,0,0,2,,0,,,0,23,385
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
326,111,43,3,2,2,3,4,107,11,0,1,2,1,0,0,1,,1,,,0,15,326
317,107,33,3,3,3,3,2,117,9,0,21,1,0,3,0,1,,1,,,Sin dato,10,317
323,131,28,5,6,1,5,4,98,14,2,5,1,0,0,0,2,,1,,,0,9,325
,,,,,,,,,,,,,,,,,,,,,,,
Ilegible,58,24,7,7,3,5,11,147,19,3,12,3,1,1,0,1,,1,,,0,7,329
233,62,37,8,8,5,13,6,136,14,3,12,7,0,1,0,2,,1,,,1,16,233
373,373,373,Sin dato,371,Sin dato,Sin dato,371,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,,,Sin dato,Sin dato,371
343,82,47,9,11,13,10,1,108,10,3,8,4,1,0,2,1,,0,,,0,16,343
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
421,76,63,7,13,3,7,11,153,10,6,10,2,1,0,0,1,,2,,,0,27,421
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
329,85,41,0,11,5,5,8,96,10,12,6,2,0,1,1,2,,1,,,0,7,329
305,75,36,4,6,1,6,6,93,10,3,8,0,1,0,0,1,,2,,,0,10,305
294,72,42,6,8,0,10,8,72,8,11,3,1,1,1,1,5,,2,,,0,9,294
318,73,27,5,3,6,9,5,111,6,6,6,1,0,0,1,1,,3,,,0,10,318
371,99,48,70,9,4,20,13,95,11,15,13,0,0,0,0,1,,1,,,0,12,371
318,88,46,7,3,6,11,5,88,11,5,23,3,0,0,0,2,,0,,,0,19,318
357,89,35,9,12,3,12,7,105,13,7,10,4,3,1,1,3,,3,,,0,18,357
Sin dato,75,32,13,5,1,6,8,98,8,4,4,5,1,0,0,5,,0,,,0,21,306
298,81,48,1,8,3,9,3,99,7,2,6,6,1,1,0,0,,0,,,1,8,298
292,76,32,9,6,3,7,5,81,11,4,7,4,2,1,0,1,,1,,,0,11,292
348,83,60,4,6,3,13,6,101,1,4,4,3,1,0,0,0,,3,,,0,14,348
329,86,55,3,4,2,5,9,95,4,5,6,0,0,0,0,2,,3,,,0,24,329
370,93,56,10,7,4,10,4,113,10,5,4,4,1,0,0,2,,1,,,0,11,370
298,74,61,3,5,0,11,3,73,7,8,8,1,0,0,0,3,,1,,,0,8,299
299,81,46,5,6,3,9,3,86,4,2,3,0,1,1,0,1,,3,,,0,10,299
308,69,55,5,5,3,1,11,94,6,3,9,3,Sin dato,Sin dato,Sin dato,1,,3,,,Sin dato,15,308
Sin dato,68,58,3,3,1,8,4,93,8,3,9,4,0,2,0,1,,1,,,0,18,300
330,86,59,3,11,5,7,5,88,8,2,9,3,2,1,0,2,,3,,,0,14,330
366,110,48,12,5,5,10,7,99,7,8,2,3,2,0,0,2,,1,,,0,17,366
241,79,46,5,4,3,4,5,53,9,3,3,1,0,0,0,4,,1,,,0,18,249
257,58,51,6,4,7,1,7,61,13,2,8,4,1,0,0,1,,0,,,0,17,257
Sin dato,55,43,9,7,4,7,8,74,7,1,11,4,0,0,0,1,,0,,,0,11,Sin dato
303,87,35,9,13,3,11,7,74,9,2,8,2,1,3,0,1,,0,,,0,17,303
320,70,48,2,12,2,8,6,1,8,1,9,0,0,0,0,1,,1,,,0,21,320
324,93,47,5,7,2,9,8,86,7,2,8,4,2,2,0,3,,2,,,0,7,324
333,80,53,10,3,4,12,4,95,10,2,4,7,2,0,0,2,,0,,,Sin dato,15,333
Sin dato,6,2,0,1,0,0,0,5,0,1,0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,,,Sin dato,Sin dato,Sin dato
17,7,2,Sin dato,Sin dato,Sin dato,Sin dato,1,6,1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,,,Sin dato,Sin dato,17
27,9,0,0,0,1,1,1,8,2,0,1,1,0,0,0,0,,0,,,0,2,27
10,3,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,,0,,,0,0,10
306,100,45,12,6,3,9,10,61,14,1,7,9,1,1,0,3,,1,,,0,12,306
282,122,60,7,4,2,5,2,40,0,4,2,0,2,1,0,2,,3,,,0,15,228
280,110,54,8,4,3,0,0,58,12,4,15,0,0,0,0,0,,0,,,0,11,294
1,82,69,9,3,3,6,5,41,6,1,3,2,0,0,0,2,,3,,,0,16,262
276,129,42,14,5,3,9,6,30,4,2,8,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,,,Ilegible,14,263
228,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,,Ilegible,,,Ilegible,Ilegible,Ilegible
331,131,73,8,7,4,3,8,54,5,3,2,2,0,1,0,2,,1,,,0,14,329
300,136,51,3,3,1,8,7,38,3,2,7,5,0,0,0,4,,5,,,Sin dato,27,300
Sin dato,84,60,5,6,5,4,6,46,11,2,3,2,0,1,0,5,,3,,,Sin dato,34,282
261,115,55,4,8,2,4,4,29,7,3,2,2,2,0,0,1,,4,,,0,12,261
547,348,58,2,12,3,11,5,68,1,1,4,1,1,1,0,0,,7,,,0,10,547
504,307,43,2,13,2,9,12,66,4,0,7,2,0,0,1,0,,3,,,0,10,504
535,336,48,6,13,0,8,5,72,1,1,5,5,2,0,2,1,,4,,,0,9,537
482,283,47,2,10,3,8,8,75,3,0,4,3,0,0,0,0,,4,,,0,11,482
504,291,53,3,9,6,13,6,72,1,1,9,1,2,0,0,1,,6,,,0,9,504
534,360,51,3,8,1,10,7,51,2,2,6,3,0,0,0,2,,2,,,1,10,534
491,318,47,4,7,1,10,1,57,2,2,7,2,0,0,0,0,,4,,,0,11,493
530,324,56,6,11,4,8,6,60,1,3,15,1,1,1,0,0,,2,,,2,7,530
Sin dato,354,41,7,5,1,9,4,64,3,0,6,3,2,0,1,1,,2,,,0,14,532
502,313,52,3,5,1,7,10,64,1,0,10,0,0,0,0,1,,4,,,0,13,502
496,303,41,3,7,4,8,5,78,4,1,5,0,1,0,0,1,,1,,,0,9,496
518,330,47,2,6,1,5,5,58,6,2,5,1,0,1,0,1,,4,,,2,13,518
509,284,49,6,10,5,14,7,83,4,1,7,1,1,0,0,0,,1,,,1,14,508
515,302,53,4,10,1,8,10,86,3,0,7,2,0,0,0,0,,6,,,0,9,514
531,330,51,3,8,2,4,7,76,2,1,6,2,0,1,0,0,,4,,,1,12,531
517,293,57,5,8,3,8,4,85,3,2,8,1,0,0,0,0,,3,,,0,16,517
515,322,41,4,5,0,7,7,75,3,1,7,2,0,1,0,2,,6,,,0,10,515
520,332,40,3,6,5,8,6,62,4,1,6,4,0,1,0,3,,5,,,1,7,520
502,310,41,4,4,3,8,6,79,6,0,11,2,1,0,0,1,,2,,,0,9,502
238,310,49,7,8,1,7,1,75,3,5,0,0,0,0,0,0,,3,,,2,12,404
507,335,35,6,9,0,3,2,68,1,1,9,2,0,1,1,0,,8,,,0,7,507
541,359,52,3,3,4,12,8,61,5,0,3,0,0,1,0,0,,5,,,0,9,544
505,326,52,4,6,1,6,0,79,1,0,6,2,0,0,0,0,,1,,,1,6,505
511,346,47,4,6,1,7,6,51,3,2,6,3,0,0,0,1,,1,,,0,0,511
362,119,43,7,6,1,5,12,112,11,1,9,3,1,2,1,0,,0,,,0,11,362
351,129,50,6,3,3,11,3,87,8,2,6,2,3,0,0,2,,1,,,0,15,351
331,94,47,5,11,4,9,9,93,11,2,6,2,1,0,0,3,,3,,,0,14,331
285,132,72,0,3,0,6,3,10,5,3,1,3,0,0,0,12,,1,,,0,31,285
288,112,94,4,2,5,6,2,16,2,1,0,0,0,0,0,12,,2,,,0,25,288
153,51,40,4,1,1,6,6,22,5,1,2,2,0,0,0,5,,0,,,1,4,153
463,90,145,12,5,3,14,11,103,11,6,7,3,3,1,0,5,,1,,,0,20,463
427,88,106,3,8,8,15,10,116,14,1,8,3,0,1,0,6,,0,,,0,24,427
427,76,152,0,1,4,10,11,106,15,2,9,Sin dato,Sin dato,Sin dato,Sin dato,3,,Sin dato,,,Sin dato,25,427
286,63,59,2,3,0,10,8,99,5,3,7,2,0,1,0,5,,1,,,0,13,286
266,62,36,3,6,2,8,4,103,13,3,6,0,0,0,0,0,,0,,,0,7,266
Sin dato,53,24,3,5,3,13,14,116,2,2,7,4,Sin dato,3,Sin dato,1,,Sin dato,,,Sin dato,4,200
256,50,28,2,7,1,6,7,111,6,3,6,6,0,1,0,2,,2,,,Sin dato,0,256
318,52,93,1,4,1,14,8,94,4,3,8,3,0,3,0,6,,0,,,0,7,318
309,67,57,3,3,1,8,9,109,7,2,1,3,2,0,0,6,,3,,,0,10,309
233,40,48,1,0,0,3,7,95,5,1,Ilegible,3,0,1,0,1,,1,,,0,4,233
318,60,98,5,2,1,13,9,76,9,4,4,2,0,3,1,6,,2,,,0,15,318
327,83,72,8,5,2,14,8,91,11,0,6,1,0,0,0,3,,1,,,0,10,327
Sin dato,91,80,6,5,4,9,5,105,17,1,7,3,4,2,1,4,,1,,,Sin dato,12,Sin dato
375,100,113,6,8,2,7,8,77,10,0,9,5,2,2,0,1,,0,,,0,14,375
306,66,77,4,7,0,11,7,84,12,2,2,0,0,0,0,0,,0,,,0,19,306
314,74,69,7,6,4,15,2,80,10,4,3,6,0,0,0,3,,1,,,0,17,310
288,69,88,6,3,0,8,10,78,4,4,5,2,0,1,1,1,,1,,,Sin dato,11,Sin dato
324,89,85,Sin dato,6,3,13,10,67,9,4,4,2,2,1,Sin dato,3,,Sin dato,,,Sin dato,18,Sin dato
340,125,44,7,6,3,11,7,101,6,2,5,0,1,1,3,6,,0,,,0,13,350
339,124,63,5,3,1,9,6,93,5,0,9,3,1,0,0,0,,2,,,0,15,350
347,106,53,5,9,2,9,8,99,10,2,15,2,0,1,0,1,,1,,,0,8,347
382,145,45,4,11,2,7,9,97,4,3,4,7,0,1,0,4,,1,,,1,16,382
24,6,5,0,0,0,0,0,8,0,0,2,0,0,0,0,0,,0,,,0,2,24
0,12,2,0,0,0,0,0,8,1,0,0,0,0,0,0,0,,0,,,0,0,26
346,71,76,7,4,1,19,8,107,9,6,11,3,1,0,0,4,,1,,,0,12,346
371,67,96,11,9,1,15,9,109,17,2,6,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,,,Sin dato,15,371
359,74,76,3,6,4,17,9,106,14,6,10,3,2,3,0,4,,0,,,0,11,359
380,90,100,3,4,3,14,14,91,13,3,7,3,0,0,2,2,,0,,,0,21,380
371,94,103,0,5,2,0,0,135,0,2,3,0,0,0,0,0,,0,,,0,17,0
Sin dato,75,92,5,14,4,15,Ilegible,98,7,4,10,3,0,1,0,4,,3,,,Sin dato,Sin dato,371
Sin dato,71,54,9,4,4,8,Ilegible,88,8,1,5,4,1,1,0,4,,4,,,8,Ilegible,295
Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,0,Ilegible,Ilegible,Ilegible,,Ilegible,,,Ilegible,Ilegible,Ilegible
413,103,23,4,9,3,9,12,159,17,5,17,5,1,2,2,0,,0,,,0,12,413
406,89,32,3,9,4,7,10,177,10,4,13,9,1,0,0,1,,4,,,1,6,406
389,81,21,4,8,2,12,12,163,13,4,10,10,0,1,0,2,,0,,,2,17,389
369,89,24,4,8,5,6,8,135,5,6,15,8,0,3,0,1,,3,,,0,16,369
400,90,31,3,7,5,6,19,166,5,7,10,6,1,0,0,1,,2,,,0,8,400
412,83,40,3,5,5,8,5,185,16,6,17,6,1,2,0,1,,2,,,0,7,412
394,100,33,3,3,2,10,8,157,9,5,13,3,2,0,0,0,,3,,,0,9,394
407,77,31,6,10,5,14,13,178,6,5,18,2,1,1,0,0,,1,,,0,13,404
387,99,27,5,8,1,12,9,170,7,3,11,1,0,1,0,0,,0,,,0,14,388
391,96,24,8,5,6,10,10,162,6,6,10,7,2,0,0,0,,0,,,0,9,391
,,,,,,,,,,,,,,,,,,,,,,,
312,87,20,3,12,6,9,4,112,13,3,4,7,0,1,0,1,,4,,,0,10,302
,,,,,,,,,,,,,,,,,,,,,,,
421,138,84,7,7,10,13,5,94,5,4,33,0,1,0,0,4,,2,,,0,14,421
Sin dato,149,84,4,6,9,10,10,73,5,2,2,0,0,1,0,3,,4,,,0,19,391
380,133,91,6,6,8,8,7,67,3,4,14,4,0,0,0,6,,3,,,0,20,380
411,149,78,4,6,13,12,6,82,8,3,23,3,0,1,0,3,,2,,,0,18,411
377,115,74,5,7,9,10,8,81,4,4,18,4,0,2,0,2,,3,,,2,29,377
477,155,97,8,3,14,20,2,85,17,3,22,2,0,1,0,2,,6,,,0,39,477
Sin dato,158,96,8,4,17,12,3,108,12,3,18,5,1,0,0,8,,6,,,1,20,480
472,175,83,8,5,6,4,6,103,11,6,27,3,1,1,1,7,,7,,,0,18,472
,,,,,,,,,,,,,,,,,,,,,,,
520,208,147,6,5,17,5,3,70,2,4,17,1,Sin dato,Sin dato,Sin dato,5,,7,,,Sin dato,23,520
522,210,125,3,1,18,11,5,95,3,2,11,2,0,0,0,4,,8,,,0,24,522
,,,,,,,,,,,,,,,,,,,,,,,
418,163,83,4,6,13,5,5,84,7,4,20,2,0,1,0,3,,3,,,3,13,418
,,,,,,,,,,,,,,,,,,,,,,,
425,165,85,3,6,14,8,2,80,5,1,20,2,0,0,Sin dato,4,,7,,,Sin dato,23,425
Sin dato,150,70,5,3,5,6,5,93,4,0,18,4,1,0,1,1,,Sin dato,,,Sin dato,Sin dato,387
Sin dato,141,91,6,4,11,17,10,118,9,2,20,5,1,0,0,1,,2,,,0,21,459
Ilegible,163,110,5,6,21,12,7,83,5,2,21,0,0,2,0,7,,7,,,0,21,473
417,149,80,10,6,12,3,3,87,10,4,18,6,1,1,0,2,,8,,,1,16,417
427,139,91,8,2,11,16,9,92,6,3,15,5,0,0,6,6,,6,,,0,18,427
419,175,103,5,5,14,8,7,48,6,5,15,3,0,0,1,1,,4,,,0,19,419
273,102,39,6,7,10,14,1,48,4,1,15,2,1,0,0,3,,0,,,1,19,273
255,904,47,5,7,5,13,3,42,5,1,9,2,0,1,1,3,,1,,,0,16,255
190,68,39,5,1,0,3,2,50,8,1,3,0,0,0,0,0,,0,,,0,10,190
110,79,10,1,1,1,1,4,9,5,0,1,0,0,0,0,0,,0,,,0,23,110
141,65,12,3,0,4,3,2,17,6,0,6,0,0,0,0,0,,0,,,0,23,118
,,,,,,,,,,,,,,,,,,,,,,,
158,65,32,3,5,2,4,5,26,2,1,3,0,0,0,0,0,,0,,,0,10,158
263,56,85,8,3,3,7,5,45,4,2,15,1,1,1,1,8,,2,,,0,16,263
246,51,88,3,4,6,8,7,31,Sin dato,1,18,Sin dato,Sin dato,Sin dato,Sin dato,8,,1,,,1,20,247
377,97,146,9,3,9,14,1,50,3,10,10,1,0,0,0,5,,1,,,0,18,377
400,120,142,8,4,8,11,3,49,6,7,8,0,0,0,0,6,,3,,,0,25,400
292,116,44,9,2,5,4,5,0,4,2,2,6,1,2,1,5,,1,,,0,22,292
299,119,20,11,2,2,5,4,78,12,2,6,4,1,1,0,2,,3,,,0,27,299
437,181,46,9,2,2,Ilegible,11,111,15,1,6,9,3,1,0,2,,4,,,0,23,437
,,,,,,,,,,,,,,,,,,,,,,,
283,85,75,8,2,5,7,6,49,14,6,15,3,2,2,0,4,,0,,,0,30,313
226,51,60,2,2,6,9,1,34,1,2,19,1,6,0,1,6,,2,,,1,23,226
220,52,78,6,1,0,0,3,43,5,3,3,0,0,0,0,0,,0,,,0,21,Sin dato
331,27,18,10,2,7,7,11,182,12,2,7,13,4,6,0,1,,1,,,1,20,331
369,31,18,9,4,3,8,10,218,19,2,3,12,2,5,0,0,,1,,,0,24,369
321,33,16,11,4,4,8,16,165,23,0,7,4,3,1,0,1,,1,,,3,21,321
3,141,110,8,17,11,19,6,82,8,3,20,1,0,1,0,4,,1,,,1,42,475
478,138,124,8,15,8,13,7,89,3,4,22,2,2,1,2,5,,3,,,0,32,478
Sin dato,142,99,5,20,12,5,3,90,4,2,13,4,Sin dato,Sin dato,Sin dato,6,,3,,,Sin dato,39,447
342,116,38,10,25,10,11,5,58,17,1,13,2,1,1,1,2,,1,,,2,28,342
299,75,72,8,4,6,8,2,66,5,1,9,4,0,2,0,4,,5,,,0,28,299
,,,,,,,,,,,,,,,,,,,,,,,
Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,,,Sin dato,Sin dato,Sin dato
2,92,70,3,24,1,9,3,48,3,4,8,2,0,0,1,2,,2,,,0,21,293
376,111,87,7,4,5,12,4,6,5,2,29,6,4,1,Sin dato,5,,Sin dato,,,Sin dato,30,376
376,124,95,11,6,5,13,16,35,11,3,22,1,1,1,0,3,,6,,,0,23,376
304,110,73,8,6,5,15,7,30,5,1,13,1,0,0,1,6,,3,,,0,20,304
454,173,122,6,5,8,19,11,51,4,3,20,1,1,0,0,3,,7,,,1,19,454
446,182,91,8,5,9,14,5,Ilegible,7,1,29,2,0,0,0,2,,5,,,2,24,446
425,175,86,6,4,5,7,9,47,10,2,33,0,0,3,0,3,,7,,,1,27,425
Sin dato,137,112,12,7,8,11,7,46,9,0,40,0,0,0,Ilegible,6,,3,,,Sin dato,Sin dato,Sin dato
459,179,75,4,7,7,20,8,69,10,6,18,0,1,0,0,2,,2,,,0,51,459
245,72,58,0,3,3,0,0,71,0,1,16,0,0,0,0,0,,0,,,0,0,245
203,55,49,3,2,5,1,5,33,6,5,14,2,0,0,0,4,,1,,,Sin dato,18,203
223,100,61,5,3,2,3,3,17,5,0,5,2,0,0,0,2,,5,,,0,10,223
222,136,25,4,1,1,2,3,13,2,3,8,0,0,0,0,4,,3,,,0,17,222
441,121,91,14,8,12,21,10,78,9,8,29,3,1,2,0,4,,29,,,0,29,446
474,138,115,4,12,9,13,12,87,6,8,24,2,0,1,0,3,,4,,,0,36,474
448,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,,Ilegible,,,Ilegible,Ilegible,Ilegible
388,97,66,7,10,2,17,6,86,12,12,23,2,2,3,2,4,,2,,,0,35,388
401,139,56,9,6,11,18,9,90,11,3,19,0,0,1,0,2,,2,,,0,27,403
369,132,52,4,10,8,13,2,66,7,2,19,3,4,3,0,3,,8,,,0,33,369
395,131,69,10,19,5,17,6,74,7,6,20,7,1,1,0,3,,3,,,Sin dato,22,401
288,97,57,8,3,3,11,4,48,7,3,11,2,2,1,0,8,,3,,,0,20,288
